place_id,nome,endereco,capital_busca,motivo_descarte,categorias_google,avaliacao_media,volume_avaliacoes,site_ou_rede_social
ChIJofyYgRxDMpIR1aS32fMPQzw,Central Park locações,"R. Rafael Vaz e Silva, 3682 - Liberdade, Porto Velho - RO, 76803-847, Brazil",Porto Velho,sem_termo_chave,point_of_interest;service;establishment,4.6,21,
ChIJR5SRYbt5GZURvDnVjioF-mE,Centro Cultural Vila Flores,"R. São Carlos, 753 - Floresta, Porto Alegre - RS, 90220-120, Brazil",Porto Alegre,sem_termo_chave,cultural_center;association_or_organization;point_of_interest;establishment,4.7,2035,http://vilaflores.org/
ChIJ-ZBNu1XnrAcRFyaetmzP9Kk,Centrô Bar,"Praça Antenor Navarro, 53 - Varadouro, João Pessoa - PB, 58010-480, Brazil",João Pessoa,sem_termo_chave,cocktail_bar;bar;restaurant;food;point_of_interest;establishment,4.4,133,https://www.instagram.com/centropb/
ChIJP6KsrQ0fqwcR9u4OgDX-5hI,Cervejaria Alphaiate,"R. Artur Muniz, 82 - Boa Viagem, Recife - PE, 51111-190, Brazil",Recife,sem_termo_chave,restaurant;bar;point_of_interest;food;establishment,4.4,2226,https://m.facebook.com/cervejariaalphaiate
ChIJZ1nch_SxnZMROIdInVnj218,Cervejaria LaCerva,"Avenida das Torres nr 775 - Santa Cruz II, Cuiabá - MT, 78077-001, Brazil",Cuiabá,sem_termo_chave,brewery;brewpub;pub;liquor_store;bar;manufacturer;service;restaurant;food;point_of_interest;store;establishment,4.5,473,https://linktr.ee/LaCerva
ChIJJW4oKu-XpgARz0DiRk9njnk,Chale's Food Park yard,"Av. Professor Mário Werneck, 520/530 - Estoril, Belo Horizonte - MG, 30455-610, Brazil",Belo Horizonte,sem_termo_chave,event_venue;bar;point_of_interest;establishment,4.4,1829,http://sympla.com/quintaldochale
ChIJeytAVo19mQARL1KMkvFrpok,Champions League Trololó,"R. Bernardo Taveira, 275 - Vicente de Carvalho, Rio de Janeiro - RJ, 21220-290, Brazil",Rio de Janeiro,sem_termo_chave,point_of_interest;association_or_organization;establishment,5,3,
ChIJBZZ5ZmUJk40RvDu32DCviRI,Charlie Alfa Café & Burger,"Av. Brg. Eduardo Gomes, 1298 - Aparecida, Boa Vista - RR, 69306-005, Brazil",Boa Vista,sem_termo_chave,breakfast_restaurant;cake_shop;hamburger_restaurant;coffee_shop;cafe;bakery;food_store;wholesaler;manufacturer;american_restaurant;restaurant;food;store;point_of_interest;service;establishment,4.6,106,https://cafeeburger.menudino.com.br/
ChIJT-p-do55GZUR4JhRfa3uWVM,Chipp's Bar,"Av. Getúlio Vargas, 254 - Menino Deus, Porto Alegre - RS, 90150-000, Brazil",Porto Alegre,sem_termo_chave,night_club;point_of_interest;establishment,5,4,https://chippsbar.com.br/
ChIJ0ct2uW4bbJIRce0lL7Xf4h0,Choperia Brahma Manaus,"Av. Rio Madeira, 21 - Nossa Sra. das Gracas, Manaus - AM, 69053-030, Brazil",Manaus,sem_termo_chave,bar;point_of_interest;establishment,4.4,65,
ChIJq6pvfro0O5MRaX6vb6gID6w,Chopp Time,"Quadra 403 Sul Avenida LO 09 Lote 09 - Plano Diretor Sul, Palmas - TO, 77015-594, Brazil",Palmas,sem_termo_chave,bar;restaurant;point_of_interest;food;establishment,4.4,489,https://www.chopptime.com.br/
ChIJjYjQOCKS9gcR8_VD289nygc,Churrascaria Barriga Verde,"Av. São Luís Rei de França, 13 - Turu, São Luís - MA, 65066-460, Brazil",São Luís,sem_termo_chave,barbecue_restaurant;steak_house;brazilian_restaurant;restaurant;point_of_interest;food;establishment,4.6,4422,https://barrigaverdechurrascaria.com.br/
ChIJnabFB6cfqwcR4oimvbaJMMA,Cia do Chopp,"Av. Conselheiro Aguiar, 2775 - Boa Viagem, Recife - PE, 51020-020, Brazil",Recife,sem_termo_chave,restaurant;pub;bar;point_of_interest;food;establishment,4.4,2541,http://ciachopp.com.br/
ChIJY8FZRQCzGgcRdiGrfN2v4Zk,Cidade Crianças,"R. Aloísio Rodrigo Teti Filho, 305 - Jardins, Aracaju - SE, 49025-830, Brazil",Aracaju,sem_termo_chave,point_of_interest;establishment,5,16,
ChIJy0IabtXnhpQRaGdOTEqB25M,Ciragandaia recreação,"Campo Grande, MS, 79000-000, Brazil",Campo Grande,sem_termo_chave,amusement_center;point_of_interest;establishment,5,1,https://www.instagram.com/ciragandaia?igsh=MTM4YzNnYnd1djV5OQ==
ChIJ-fG3ziHxXpMR2l4W06mI1Vk,Cirandê Club - Brinquedoteca e Festas Infantis - Piso G1 Goiânia Shopping,"Av. T-10, 1300 Piso G1, Cirandê Club - Shopping, Goiânia - GO, 74223-060, Brazil",Goiânia,categoria_incompativel,home_goods_store;store;point_of_interest;service;establishment,4.9,161,https://club.cirande.com.br/festas
ChIJHTxWLOtOxwcRjzMfL9ObZog,City Game Locadora,"Tv. Iturama, 40 - Serrinha, Fortaleza - CE, 60741-540, Brazil",Fortaleza,categoria_incompativel,store;point_of_interest;establishment,4.6,34,
ChIJnXA4TxuzGgcRyHXSmuWUKqk,Clash Pub n´ Restaurant,"R. Dep. Euclídes Paes Mendonça, 622 - 13 de Julho, Aracaju - SE, 49020-005, Brazil",Aracaju,sem_termo_chave,irish_pub;pub;live_music_venue;bar;night_club;event_venue;restaurant;food;point_of_interest;establishment,4.8,797,https://www.instagram.com/clashpubnrestaurant
ChIJEdYHiiSO9gcRNLbvr8aq-94,Clube da Criança,"Av. Daniel de La Touche, 987 - Lj 308B - Cohama, São Luís - MA, 65074-115, Brazil",São Luís,sem_termo_chave,amusement_center;point_of_interest;establishment,4.1,19,
ChIJqYAh1TNGxwcRHvEpBrqoZ4g,Clube das Estrelinhas,"R. Des. Lauro Nogueira, 1500 - Loja 3009, Piso L3 - Papicu, Fortaleza - CE, 60176-065, Brazil",Fortaleza,sem_termo_chave,amusement_park;amusement_center;point_of_interest;establishment,4.4,202,http://clubedasestrelinhas.com.br/
ChIJ8dNtKIJFxwcRsKbBC_Tjyfg,Clube das Estrelinhas - Shopping Iguatemi Bosque,"Av. Washington Soares, 85 - Q 768 - Edson Queiroz, Fortaleza - CE, 60811-340, Brazil",Fortaleza,sem_termo_chave,amusement_center;sports_activity_location;point_of_interest;establishment,4.7,83,http://www.clubedasestrelinhas.com.br/
ChIJ3f1Q4k5XzpQRxXbCl46NthA,Clube do Jacaré Itaim - Brinquedos Educativos e Brinquedoteca,"R. Pedroso Alvarenga, 387 - Itaim Bibi, São Paulo - SP, 04531-000, Brazil",São Paulo,categoria_incompativel,toy_store;playground;sports_activity_location;store;point_of_interest;establishment,4.7,39,http://www.clubedojacare.com.br/
ChIJ5Y6lk2tZzpQR4cX6YPqm-_Y,Clube do Jacaré Jardins - Brinquedos Educativos e Brinquedoteca,"Alameda Lorena, 889 - Jardim Paulista, São Paulo - SP, 01424-005, Brazil",São Paulo,categoria_incompativel,toy_store;store;point_of_interest;establishment,4.8,19,http://www.clubedojacare.com.br/
ChIJ50EwkwD3zpQRzbm57--WeqE,"Clube do Jacaré Santana - Brinquedos Educativos, Jogos, Livros e Brinquedoteca","R. Ana Benvinda de Andrade, 79 - Santana, São Paulo - SP, 02403-030, Brazil",São Paulo,categoria_incompativel,toy_store;playground;sports_activity_location;store;point_of_interest;establishment,5,15,http://www.clubedojacare.com.br/
ChIJhx1Q-qlFAQcRGzL7mShoJHk,Clube do Pirata,"Av. Silvio Carlos Viana, 28 - Ponta Verde, Maceió - AL, 57035-160, Brazil",Maceió,sem_termo_chave,bar;restaurant;food;point_of_interest;establishment,4.1,1915,
ChIJfTThv4pJxwcR45RwVv0b_74,Clubinho a Todo Vapor,"Rua Walter de Castro, 311 A - Cidade dos Funcionários, Fortaleza - CE, 60170-173, Brazil",Fortaleza,sem_termo_chave,point_of_interest;establishment,,,https://clubinhoatodovapor.com.br/account/register/
ChIJe9qE7c4XuAAR3bEbHvHhR7o,Coffee Victory Trade Center,"Av. Nossa Sra. dos Navegantes, 675 - Praia do Suá, Vitória - ES, 29050-335, Brazil",Vitória,sem_termo_chave,association_or_organization;point_of_interest;establishment,4.4,691,http://www.cccv.org.br/
ChIJp22rN6TvhpQR3SJbYsnbN0U,Coisa De Criança,"R. Spipe Calarge, 1673 - Vila Carlota, Campo Grande - MS, 79051-560, Brazil",Campo Grande,sem_termo_chave,point_of_interest;service;establishment,3.8,13,
ChIJF9j3OCRbzpQRkk74_QtOk_0,Coletivo Geek,"Alameda dos Nhambiquaras, 2013 - Moema, São Paulo - SP, 04090-013, Brazil",São Paulo,sem_termo_chave,business_center;hamburger_restaurant;cocktail_bar;coffee_shop;cafe;bar;food_store;american_restaurant;restaurant;food;store;point_of_interest;service;establishment,4.7,477,https://linktr.ee/coletivogeekbr
ChIJH5hULdrjqgcRjMaQ4fnIRks,Comida,"Av. Fernandes Viêira - Marcos Freire, Jaboatão dos Guararapes - PE, 54360-050, Brazil",Recife,sem_termo_chave,point_of_interest;establishment,,,
ChIJk1X7Y7CxGgcRdMz6b4WTfc0,Complexo Paió Food park,"Av. Antônio Alves, 388 - Atalaia, Aracaju - SE, 49037-050, Brazil",Aracaju,sem_termo_chave,restaurant;cocktail_bar;breakfast_restaurant;fast_food_restaurant;sushi_restaurant;coffee_shop;cafe;bar;snack_bar;meal_takeaway;pizza_restaurant;japanese_restaurant;food_store;food;store;point_of_interest;establishment,4.7,298,https://www.instagram.com/complexopaioaju/
ChIJfTiOjzbprAcRFOvsHPTXTMA,Container Bar PB,"R. Abelardo Targino da Fonseca, 127 - Cuiá, João Pessoa - PB, 58077-038, Brazil",João Pessoa,sem_termo_chave,bar;pub;point_of_interest;establishment,4.4,957,
ChIJjzJrOiSxGgcRrKRMI_PIO0I,Contêiner Gastrobar,"Av. Antônio Alves, 388 - Atalaia, Aracaju - SE, 49037-050, Brazil",Aracaju,sem_termo_chave,gastropub;bar;restaurant;food;point_of_interest;establishment,4.2,235,https://www.instagram.com/conteinergastrobaraju/
ChIJL6JzyLZFAQcRIkqx0kVHb0g,Conversa Botequim,"Av. Empresário Carlos da Silva Nogueira, 334 - Jatiúca, Maceió - AL, 57036-540, Brazil",Maceió,sem_termo_chave,bar;live_music_venue;pub;event_venue;restaurant;food;point_of_interest;establishment,4.4,1499,http://www.conversabotequim.com.br/
ChIJQ6nNKiTdrAcRm-shYwAsn94,Convívio Bar Ltda,"Av. Antônio Lira, 106 - Tambaú, João Pessoa - PB, 58039-050, Brazil",João Pessoa,sem_termo_chave,pub;bar;point_of_interest;establishment,4.4,541,
ChIJWRylvXL3XpMREA7Nyo1s64A,Copacabana Lounge Bar,"Av. Ipanema, Quadra 2 Lote 5 N 316 - Jardim Atlântico, Goiânia - GO, 74343-010, Brazil",Goiânia,sem_termo_chave,cocktail_bar;bar;point_of_interest;establishment,5,1395,https://www.copacabanagoiania.com.br/
ChIJWe2qPfiwnZMR6NwMKsS6EZQ,Corona Snooker Bar,"Av. Djalma Ferreira de Souza, 1 - Morada do Ouro, Cuiabá - MT, 78053-121, Brazil",Cuiabá,sem_termo_chave,bar;point_of_interest;establishment,4.2,1045,
ChIJR-oYj4WOpJIRpgRsogKVGyo,Cosanostra Café,"Tv. Benjamin Constant, 1499 - Nazaré, Belém - PA, 66035-060, Brazil",Belém,sem_termo_chave,bar;cafe;food;point_of_interest;establishment,4.6,1418,https://www.instagram.com/cosanostra_pub/
ChIJS2kasyZMxwcRpyIGuPSO8i0,Covil Rock'n Bar,"R. Waldery Uchôa, 197 - Benfica, Fortaleza - CE, 60020-110, Brazil",Fortaleza,sem_termo_chave,bar;point_of_interest;establishment,4.7,292,
ChIJYyAqHcDdrAcRkDDFCTn9gXY,Covil do Calango,"Av. Júlia Freire, 1129 - Torre, João Pessoa - PB, 58040-040, Brazil",João Pessoa,sem_termo_chave,toy_store;store;point_of_interest;association_or_organization;establishment,4.6,62,http://covildocalango.com.br/
ChIJo0bSdyexGgcRr39yzcwxTD4,Crab Catwalk,"Av. Santos Dumont, 5600 - Atalaia, Aracaju - SE, 49035-240, Brazil",Aracaju,sem_termo_chave,tourist_attraction;bar;point_of_interest;establishment,4.7,23534,
ChIJj9QTiduR9gcRLX5D_mZbLfk,Criolas Gril,"R. Aririzal, 15a - Cohama, São Luís - MA, 65066-265, Brazil",São Luís,sem_termo_chave,pizza_restaurant;restaurant;food;point_of_interest;establishment,3.7,990,
ChIJp8b-UQpYzpQR22M2OZdxqqs,Cruzeiros Bar Barra Funda,"R. Cruzeiro, 952 - Barra Funda, São Paulo - SP, 01137-000, Brazil",São Paulo,sem_termo_chave,cocktail_bar;brazilian_restaurant;bar;restaurant;point_of_interest;food;establishment,4.7,8235,http://www.cruzeirosbar.com.br/
ChIJV41wnOgEFgcRs6E0pj4rRo8,Cuco Bistrô,"Largo do Cruzeiro de São Francisco, 6 - Centro Histórico, Salvador - BA, 40020-280, Brazil",Salvador,sem_termo_chave,restaurant;bistro;cocktail_bar;lounge_bar;night_club;live_music_venue;bar;seafood_restaurant;event_venue;food;point_of_interest;establishment,4.7,3009,http://cucobistro.com.br/
ChIJ7ycoaQDj3JQRS-3QAygTO9k,Céu Bar,"R. Des. Costa Carvalho, 471 - Batel, Curitiba - PR, 80440-210, Brazil",Curitiba,sem_termo_chave,bar;point_of_interest;establishment,4.6,866,
ChIJK5StkrkFbJIRCQ3TypHHU6I,"Cúpulla - Gastronomía, Música & Drinks","Av. João Valério, 209 - Nossa Sra. das Graças, Manaus - AM, 69053-358, Brazil",Manaus,sem_termo_chave,restaurant;food;point_of_interest;establishment,2.9,38,
ChIJCfT6F4YxjgcR3rYwlyiYW2E,DAM Autocentro,"Alphaville Teresina - Qd-AY Lt-08 Subsolo-01 - Novo Uruguai, Teresina - PI, 64091-215, Brazil",Teresina,sem_termo_chave,point_of_interest;establishment,,,
ChIJD6pU3sI1O5MR3-mnzFCMjKs,DBB Draft Beer Bar | Palmas,"Q. 306 Sul Avenida Lo 05 Lote 22 - Plano Diretor Sul, Palmas - TO, 77021-026, Brazil",Palmas,sem_termo_chave,bar;point_of_interest;establishment,4.5,586,https://www.instagram.com/dbbpalmas?igsh=YzljYTk1ODg3Zg==
ChIJwcw51grohpQRmRYFh33O-9g,DINOSSAUROS RECREAÇÕES E CENTRO DE APOIO PEDAGÓGICO,"R. Tietinga, 8 - Conj. Res. Octavio Pecora, Campo Grande - MS, 79012-190, Brazil",Campo Grande,sem_termo_chave,amusement_center;child_care_agency;sports_school;educational_institution;health;sports_activity_location;service;point_of_interest;establishment,4.6,55,https://www.instagram.com/centro_recreativodinossauros?igsh=NzlnZnN6cXJlNXdw
ChIJZ4TBj5NFAQcRJjXB1Dh2VE0,DKPA,"Centro, Maceió - AL, 57020-070, Brazil",Maceió,sem_termo_chave,point_of_interest;establishment,4,1,
ChIJ87vEIV9_mQARJytOMifw8z8,Dadomaniacos - Loja Online de Aluguel de Jogos de Tabuleiro,"R. Silva Teles - Andaraí, Rio de Janeiro - RJ, 20541-110, Brazil",Rio de Janeiro,categoria_incompativel,association_or_organization;point_of_interest;establishment,5,30,https://dadomaniacos.lends.com.br/
ChIJF5vKFjJDMpIRfM454LCXanI,Dan Diversões,"Av. Gov. Jorge Teixeira - Costa e Silva, Porto Velho - RO, 76821-096, Brazil",Porto Velho,sem_termo_chave,amusement_park;point_of_interest;establishment,5,10,https://www.instagram.com/dandiversoes/
ChIJqwZBTMK3GgcRAfANg34K1a4,Darin Choperia,"R. Urbano Neto, 503 - Coroa do Meio, Aracaju - SE, 49035-190, Brazil",Aracaju,sem_termo_chave,restaurant;pub;bar;point_of_interest;food;establishment,4.1,325,https://www.instagram.com/darinchoperia/
ChIJhdXHS1pJxwcR7n94rZyhnl4,Day Play Galeria de Brincar,"Av. Santos Dumont, 3131 - Aldeota, Fortaleza - CE, 60150-165, Brazil",Fortaleza,sem_termo_chave,event_venue;point_of_interest;establishment,4.8,139,http://www.galeriadayplay.com.br/
ChIJ186St8s5J5URi82koubWJyU,De Casa Boardgames,"R. Pedro Gregório, 157 - Barreiros, São José - SC, 88117-335, Brazil",Florianópolis,categoria_incompativel,store;point_of_interest;establishment,4.8,4,https://linktr.ee/decasabgames
ChIJO3X9MZdJxwcRybEDjhHjbqg,De Vóisse Bar e Karaokê,"R. dos Pracinhas, 937 - Benfica, Fortaleza - CE, 60015-331, Brazil",Fortaleza,sem_termo_chave,karaoke;night_club;bar;point_of_interest;establishment,4.3,1204,http://www.instagram.com.br/devoisse
ChIJsfpqvX-6nZMRY4cjSABWOMg,DeToys Kids e Tendas MT,"Av. Gov. Dante Martins de Oliveira, 3400 - Barracão Azul - Carumbé, Cuiabá - MT, 78055-508, Brazil",Cuiabá,sem_termo_chave,toy_store;indoor_playground;playground;service;store;point_of_interest;establishment,4.7,6,
ChIJt50cXnQ7WpMRjlTp98nT91o,Deboche! Bar,"SHCN CLN 201 BL A Loja 61 - Asa Norte, Brasília - DF, 70832-510, Brazil",Brasília,sem_termo_chave,cocktail_bar;pub;bar;restaurant;food;point_of_interest;establishment,4.8,5536,https://deboche.supersal.com.br/bioins
ChIJi5I3UykyWpMRHg2HCU7nIxc,Deck Bar Brasília,"St. Hab. Vicente Pires CHACARA 55 LOTE 03 - Vicente Pires, Brasília - DF, 72005-310, Brazil",Brasília,sem_termo_chave,pub;bar;point_of_interest;establishment,4.8,2606,https://instagram.com/deckbarbrasilia?igshid=OGQ5ZDc2ODk2ZA==
ChIJDQJ_J5zphpQRo01JmsrUHGQ,Deck Lab Game Store,"R. 13 de Junho, 85 - Centro, Campo Grande - MS, 79002-420, Brazil",Campo Grande,categoria_incompativel,toy_store;store;point_of_interest;establishment,5,42,https://www.decklabgamestore.com.br/
ChIJmWEV9JrvhpQRH_gs4CW-RiY,Deck Store,"R. Epitácio Pessoa, 740 - Sl 5 - Vila Vilas Boas, Campo Grande - MS, 79051-090, Brazil",Campo Grande,sem_termo_chave,store;point_of_interest;establishment,4.7,53,https://www.instagram.com/deckstorecg/
ChIJR86F0NDl3JQR7VY64mnQmro,Dexter Boardgames e TCG - Loja Virtual,"Av. Sete de Setembro, 3293 - Sala 107 - Centro, Curitiba - PR, 80230-085, Brazil",Curitiba,categoria_incompativel,association_or_organization;toy_store;store;point_of_interest;establishment,5,22,https://dexterbgtcg.acervodejogos.com.br/
ChIJBfOSr-0XuAAR3EM-0LoG9OA,Di Domdom Botequim,"R. João da Cruz, 150 - Praia do Canto, Vitória - ES, 29055-460, Brazil",Vitória,sem_termo_chave,bar;cocktail_bar;point_of_interest;establishment,4.1,1692,
ChIJccry2YO9pgARysaQPaSV1JI,Dimensão Alternativa,"R. Aurora, 11 - Miramar (Barreiro), Belo Horizonte - MG, 30644-080, Brazil",Belo Horizonte,categoria_incompativel,toy_store;store;point_of_interest;establishment,4.9,44,https://www.dimensaoalternativa.com.br/
ChIJmUA2GCsZqwcR00G4pRI6toI,Discord org,"R. Prof. Mussa Hazin - zin, Recife - PE, 50800-030, Brazil",Recife,sem_termo_chave,association_or_organization;point_of_interest;establishment,,,https://discord.gg/eawXzt5FQ
ChIJw-doo6hHAQcRoGALoSReksg,Distrito Sport Bar,"R. Lourival de Águiar Pessoa, 393 - B - Serraria, Maceió - AL, 57046-770, Brazil",Maceió,sem_termo_chave,cocktail_bar;bar;point_of_interest;establishment,5,9,
ChIJsYBuoY-xnZMRn-CbJ4ulFIU,Ditado Popular,"R. Sen. Vilas Bôas, 89 - Popular, Cuiabá - MT, 78045-360, Brazil",Cuiabá,sem_termo_chave,cocktail_bar;bar;restaurant;food;point_of_interest;establishment,4.4,3967,http://www.facebook.com/ditadopopular
ChIJnXpytm35sgcR4Va4hKRdd_Y,Diversão na Mesa - Aluguel de Jogos de Tabuleiro,"Av. Abel Cabral - Nova Parnamirim, Parnamirim - RN, 59151-250, Brazil",Natal,categoria_incompativel,point_of_interest;association_or_organization;store;establishment,4.9,40,https://www.diversaonamesa.com.br/
ChIJOcN4oDFFAQcRp-WhVJN7cKQ,Divert Kids - Creche Escola,"R. Pedro Américo, 1076 - Poço, Maceió - AL, 57030-580, Brazil",Maceió,sem_termo_chave,educational_institution;point_of_interest;establishment,,,https://www.instagram.com/divertkidsmaceio?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
ChIJ26SG9CA5J5UR8CyxhDBJaAE,Divert Park,"Av. Me. Benvenuta, 687 - Loja 348 - Santa Monica, Florianópolis - SC, 88035-000, Brazil",Florianópolis,sem_termo_chave,amusement_park;indoor_playground;playground;amusement_center;child_care_agency;service;point_of_interest;establishment,4.8,208,https://linktr.ee/divertpark
ChIJ3z364LHl3JQR-btxLnKX1NI,Divert Park,"R. Brig. Franco, 2300 - Loja 406 - Centro, Curitiba - PR, 80250-030, Brazil",Curitiba,sem_termo_chave,amusement_park;indoor_playground;playground;child_care_agency;amusement_center;point_of_interest;service;establishment,5,36,https://linktr.ee/divertpark
ChIJJ2Bk1e05J5URgRq0pvu0Z5Q,Divert Park,"R. Bocaiúva, 2468 - 266 - Centro, Florianópolis - SC, 88015-902, Brazil",Florianópolis,sem_termo_chave,amusement_park;indoor_playground;playground;amusement_center;child_care_agency;service;point_of_interest;establishment,4.9,56,https://linktr.ee/divertpark
ChIJVS6u59Hl3JQRZFEKCH3XTIY,Divert Park,"Av. Mal. Floriano Peixoto, 4984 - quiosque 007 - Hauer, Curitiba - PR, 81630-000, Brazil",Curitiba,sem_termo_chave,amusement_park;indoor_playground;playground;child_care_agency;amusement_center;service;point_of_interest;establishment,4.8,48,https://linktr.ee/divertpark
ChIJ_fp5KiXl3JQR7yJOlYxRF18,Divert Park,"R. Konrad Adenauer - Tarumã, Curitiba - PR, 82821-020, Brazil",Curitiba,sem_termo_chave,amusement_park;indoor_playground;playground;amusement_center;child_care_agency;service;point_of_interest;establishment,4.7,257,https://linktr.ee/divertpark
ChIJu4zP6qPj3JQRYARny7xxYeA,Divert Park Shopping Barigüi,"R. Prof. Pedro Viriato Parigot de Souza, 600 - Mossunguê, Curitiba - PR, 81200-100, Brazil",Curitiba,sem_termo_chave,amusement_park;indoor_playground;amusement_center;playground;child_care_agency;service;point_of_interest;establishment,4.9,194,https://linktr.ee/divertpark
ChIJF1lgI5SN9gcRunR2Ej8pAEg,Divertiteka,"Quintas do Calhau, São Luís - MA, 65075-380, Brazil",São Luís,sem_termo_chave,amusement_center;point_of_interest;establishment,4.3,67,
ChIJK-KwI_QXuAARh6EVVuDf3_8,Divino Botequim,"R. Eugenílio Ramos, 236 - Jardim da Penha, Vitória - ES, 29060-130, Brazil",Vitória,sem_termo_chave,cocktail_bar;bar;restaurant;food;point_of_interest;establishment,4.6,2911,http://divinobotequim.com/
ChIJZU59azp9mQAR8Eb3G_GlySg,Dom Luderia,"Rua Tompson Flores, 148 - Méier, Rio de Janeiro - RJ, 20710-090, Brazil",Rio de Janeiro,categoria_incompativel,store;point_of_interest;establishment,,,https://dom-luderia-elxy1.lojaintegrada.com.br/
ChIJQ06rn-UdqwcR9yTGZOOYmjA,Dom Medieval,"Av. Boa Viagem, 618 - Boa Viagem, Recife - PE, 51011-000, Brazil",Recife,sem_termo_chave,pizza_restaurant;restaurant;food;point_of_interest;establishment,4.9,15290,
ChIJ3SSHFIVZzpQROFCQyQ174H0,Domain Games,"R. Domingos de Morais, 1837 - Vila Mariana, São Paulo - SP, 04009-003, Brazil",São Paulo,categoria_incompativel,toy_store;store;point_of_interest;establishment,4.4,2052,http://www.magicdomain.com.br/
ChIJQURqeMZJxwcR95O-XLbS2mk,Dominaria Cards & Games,"R. Juvenal Galeno, 512 - Benfica, Fortaleza - CE, 60015-340, Brazil",Fortaleza,categoria_incompativel,store;point_of_interest;establishment,4.7,305,http://www.dominariacg.com.br/
ChIJbTxXJ-xIAQcRhmA-5RC2zdU,Domingos Bar & Churrascaria,"Rua Gilberto Vieria Leite, 105 - Tabuleiro do Martins, Maceió - AL, 57060-080, Brazil",Maceió,sem_termo_chave,bar;restaurant;food;point_of_interest;establishment,4.4,598,http://facebook.com/dobachu
ChIJDTeCBpPzXpMRVZqZdNeockg,Domus Board Games - Aluguel de jogos de tabuleiro,"Rua L11, Residencial alegria, 100 - Feliz, Goiânia - GO, 74703-110, Brazil",Goiânia,categoria_incompativel,association_or_organization;point_of_interest;establishment,5,13,http://www.domusbg.com.br/
ChIJFboDVlbwXpMRjksTUmPvX6k,Don Guina Pub,"Av. 2ª Radial, 1576 - Vila Redencao, Goiânia - GO, 74850-040, Brazil",Goiânia,sem_termo_chave,pub;bar;point_of_interest;establishment,4.4,813,
ChIJ5bdxaujl3JQR2pc7NoimJXg,Dona Madalena Bar,"Rua: Chile, 2111 - Rebouças, Curitiba - PR, 80220-181, Brazil",Curitiba,sem_termo_chave,bar;live_music_venue;event_venue;point_of_interest;establishment,4.7,2177,http://www.donamadalenabar.com.br/
ChIJZxn0yQlFAQcRVb5vmSqaNOw,Dona Moça Restaurante,"R. Júlio Plech Filho, 1300 - Ponta da Terra, Maceió - AL, 57030-540, Brazil",Maceió,sem_termo_chave,restaurant;hamburger_restaurant;american_restaurant;point_of_interest;food;establishment,4.5,2212,https://www.facebook.com/donamocapajucara/
ChIJV5El87lJxwcR3z8VHy1nysg,Donkey Head Cervejaria,"R. Norvinda Píres, 42 - Aldeota, Fortaleza - CE, 60150-280, Brazil",Fortaleza,sem_termo_chave,brewpub;pub;bar;restaurant;point_of_interest;food;establishment,4.7,2787,http://www.donkeyheadcervejaria.com.br/
ChIJYVD_KtU7jgcRNaX8KoKnup0,Dose Dupla,"Av. Prof. Arimatéia Santos, 3325 - Ininga, Teresina - PI, 64048-400, Brazil",Teresina,sem_termo_chave,pub;bar;point_of_interest;establishment,4.3,439,
ChIJ5bFbLc8ZqwcRalbDDUkO7p8,Downtown Beer Garden,"Rua Quarenta e Oito, 490 - Quintal - Espinheiro, Recife - PE, 52020-060, Brazil",Recife,sem_termo_chave,bar;live_music_venue;event_venue;point_of_interest;establishment,3.8,276,http://www.instagram.com/downtownbeergarden_
ChIJ7ZioVfU3J5URMq3PGrI4mFw,Dragon's House Hobby Store,"R. Conselheiro Mafra, 246 - sobreloja - Centro, Florianópolis - SC, 88010-100, Brazil",Florianópolis,categoria_incompativel,toy_store;point_of_interest;store;establishment,4.7,478,https://www.dragonshouse.com.br/
ChIJMduHtd3nrAcR-IWrao-y4B0,Drink's Bar,"R. da Areia, 390 - Varadouro, João Pessoa - PB, 58010-695, Brazil",João Pessoa,sem_termo_chave,bar;point_of_interest;establishment,4.8,5,
ChIJ-YI0GoB5GZURaHx2Zjct0HA,Dry Moments & Drinks,"Av. Nova York, 48 - Auxiliadora, Porto Alegre - RS, 90550-070, Brazil",Porto Alegre,sem_termo_chave,cocktail_bar;night_club;bar;restaurant;point_of_interest;food;establishment,4.7,1519,http://www.drypoa.com.br/
ChIJ90IDEAAFbJIR6c401jujMu4,Dubai Adega & Pub,"R. A 13, 1157 - Japiim, Manaus - AM, 69076-800, Brazil",Manaus,sem_termo_chave,night_club;point_of_interest;establishment,5,25,https://www.instagram.com/adega_dubai?igsh=aThmdTZsZDg0ZTMz
ChIJk_mlvCEzO5MRytZI0qSQjZU,Duff beer bar,"Q. 1012 Sul Avenida 105, 050 - Plano Diretor Sul, Palmas - TO, 77023-684, Brazil",Palmas,sem_termo_chave,bar;point_of_interest;establishment,4.4,20,https://www.instagram.com/invites/contact/?i=9dxhg7mike68&utm_content=nzbuka5
ChIJ9x8_RVKjGgcR2dJuzyt8N4I,Duna Beach Restaurant-Bar,"Av. Inácio Barbosa, 3411 - Mosqueiro, Aracaju - SE, 49009-109, Brazil",Aracaju,sem_termo_chave,restaurant;italian_restaurant;point_of_interest;food;establishment,4.5,6511,https://marystuudio.my.canva.site/duna-beach-club
