place_id,nome,endereco,capital_busca,match_tipo,categorias_google,avaliacao_media,volume_avaliacoes,site_ou_rede_social,telefone,link_google_maps,status_google,relevante,politica_precificacao,modelo_alimentacao_bebidas,acervo_declarado
ChIJkWsGmd1czpQRGLydxc29vbw,Place Games,"R. Martim Francisco, 554 - Santa Paula, São Caetano do Sul - SP, 09541-330, Brazil",São Paulo,nome+avaliacao,hamburger_restaurant;barbecue_restaurant;american_restaurant;restaurant;point_of_interest;association_or_organization;store;food;establishment,4.8,572,http://www.placegames.com.br/,+55 11 2311-2231,https://maps.google.com/?cid=13600235141210160152&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJf1eUzsUbbJIROHClUemcirk,Player Food,"R. Lapis Lazuli, 6 - Nossa Sra. das Graças, Manaus - AM, 69053-600, Brazil",Manaus,avaliacao,restaurant;point_of_interest;food;establishment,4.6,67,https://www.instagram.com/playerfoodmanaus?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,+55 92 99106-0564,https://maps.google.com/?cid=13369670969713848376&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJARvKn9ixnZMR-qHHZX56vO4,"Poltrona Nerd - Bar, Games & Burger","R. Managua, 132 - Jardim das Américas, Cuiabá - MT, 78060-604, Brazil",Cuiabá,nome,hamburger_restaurant;cocktail_bar;bar;association_or_organization;american_restaurant;restaurant;food;point_of_interest;establishment,4.7,2005,https://poltronanerd.com.br/links,+55 65 98107-3366,https://maps.google.com/?cid=17202759359940502010&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJAWNCjsdlJA0RZEyDT_DSul4,Portal ✧ Board Game Cafe & Bar,"R. de Álvares Cabral 420, 4050-040 Porto, Portugal",Boa Vista;Palmas;Porto Velho;São Luís,nome+avaliacao,coffee_shop;bar;food_store;cafe;food;point_of_interest;association_or_organization;store;establishment,4.9,196,https://portalinporto.pt/,+351 936 219 659,https://maps.google.com/?cid=6826000114801396836&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJQcv9b4y3vJUR5Zi7-ZXvzOk,Punto de Partida - Café y Juegos de mesa,"Av. Nazca 2893, C1417 Cdad. Autónoma de Buenos Aires, Argentina",Boa Vista,avaliacao,coffee_shop;cafe;food_store;food;store;point_of_interest;association_or_organization;establishment,4.9,445,https://www.instagram.com/departidapunto/,,https://maps.google.com/?cid=16847103733505169637&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJbY1Qc90zWpMRLdrHxi9QMko,República Ludovico,"Max Mall - R. 7 Norte, Lotes 3/5/7 Quiosque 02 - Águas Claras, Brasília - DF, 71908-180, Brazil",Brasília,nome+avaliacao,cafe;point_of_interest;food;establishment,5,79,https://republicaludovico.lends.com.br/,+55 61 99654-7711,https://maps.google.com/?cid=5346423873770871341&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJ6ZLMZw-XpgAR_OR6SwY5xKo,Shelf Bar e Jogos,"Av. do Contorno, 7287 - Lourdes, Belo Horizonte - MG, 30110-047, Brazil",Belo Horizonte;Palmas,nome,cocktail_bar;bar;point_of_interest;establishment,4.6,1505,http://shelfbar.com.br/,+55 31 98255-3780,https://maps.google.com/?cid=12305022781081969916&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJoTlvBfMbFgcRHvuCKHBQrXQ,São Jogue - Bela Vista,"Alameda Euvaldo Luz, 92 - Pernambués, Salvador - BA, 41098-020, Brazil",Boa Vista;Brasília;João Pessoa;Natal;Salvador,nome+avaliacao,snack_bar;meal_takeaway;restaurant;food;store;point_of_interest;establishment,4.8,787,https://saojogue.com.br/,+55 71 99298-5046,https://maps.google.com/?cid=8407464522016815902&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJ-UmVDcEXFgcRnbCBRUGrDVs,São Jogue - Paralela,"Av. Luís Viana Filho, 8544 - Alphaville, Salvador - BA, 41730-101, Brazil",Salvador,nome,snack_bar;meal_takeaway;restaurant;food;point_of_interest;establishment,4.8,16,,+55 71 99298-5046,https://maps.google.com/?cid=6561088528976031901&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJq92vt8sxpJQR-lNNTdp0RLQ,TABLE GAMES (Burgers),"Av. Cel. Belchior de Godói, 1330 - Santa Terezinha, Araguari - MG, 38447-218, Brazil",Boa Vista;Teresina,nome+avaliacao,hamburger_restaurant;courier_service;shipping_service;meal_delivery;food_delivery;american_restaurant;restaurant;food;store;point_of_interest;service;establishment,4.9,364,https://tablegames.com.br/,+55 34 3512-8899,https://maps.google.com/?cid=12989635706191959034&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJ-TwfHyaapgARy0qIc8g0r28,Taberna Santê,"R. Salinas, 2113 - Santa Tereza, Belo Horizonte - MG, 31015-115, Brazil",Belo Horizonte,avaliacao,pub;brewery;bar;service;point_of_interest;manufacturer;food;establishment,4.6,1145,http://www.instagram.com/tabernasante,+55 31 99140-9211,https://maps.google.com/?cid=8047709094670781131&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJOcVssmeDmQARZZrnWu2mnwA,TabuClub,"R. Newton Prado, 29 - Santa Rosa, Niterói - RJ, 24240-004, Brazil",Boa Vista;Rio de Janeiro,avaliacao,cocktail_bar;bar;point_of_interest;association_or_organization;establishment,4.7,100,https://tabuclub.acervodejogos.com.br/,+55 21 98027-0536,https://maps.google.com/?cid=44938059659582053&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJU4Wj-2mzGgcR0Jw7mlyGN-Q,Tabuleiro do Acarajé,"R. Rio Grande do Sul, 197 - Siqueira Campos, Aracaju - SE, 49075-510, Brazil",Aracaju,nome,cocktail_bar;bar;restaurant;food;point_of_interest;establishment,4,4,https://instagram.com/_tabuleirodoacaraje?igshid=NDk5N2NlZjQ=,+55 79 99662-2033,https://maps.google.com/?cid=16444760296649366736&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJqQGLHGfnrAcR7cbxZrSPynE,Taverna Mestre Ogro,"R. Alfredo José Athaíde, 189 - ap106 - Alto do Céu, João Pessoa - PB, 58027-740, Brazil",João Pessoa,avaliacao,meal_delivery;food_delivery;association_or_organization;food;point_of_interest;establishment,5,3,,+55 83 98748-8335,https://maps.google.com/?cid=8199524076565415661&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJKTRza_0ZuAAR4hrMAsvsb2I,Taverna dos Jogos,"Av. Des. Dermeval Lyrio, 600 - Mata da Praia, Vitória - ES, 29065-340, Brazil",Vitória,nome,bar;association_or_organization;point_of_interest;establishment,4.8,104,,+55 27 3097-9005,https://maps.google.com/?cid=7093148294801267426&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,CLOSED_PERMANENTLY,,,,
ChIJpZbpu_zVBQcRuPFD4K5R8Co,Taverna: Game & Café,"R. Srg. Benevides Montes, 214 - Primavera, Arapiraca - AL, 57300-230, Brazil",Maceió,nome,coffee_shop;fast_food_restaurant;snack_bar;meal_takeaway;food_store;cafe;association_or_organization;store;restaurant;food;point_of_interest;establishment,4.9,577,https://tavernagamecafe.nucomercio.com/,+55 82 99836-2064,https://maps.google.com/?cid=3094062755532239288&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJa0CP91MzWpMRz6oEQwlR2TA,Tem Mesa - Pizza & Luderia,"R. das Paineiras, 06 - Lj 25, térreo - Norte, Brasília - DF, 71918-000, Brazil",Brasília,nome+avaliacao,pizza_restaurant;restaurant;food;point_of_interest;establishment,5,66,https://www.temmesaclube.com.br/,+55 61 99640-1640,https://maps.google.com/?cid=3519933683987688143&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJweOclBAQbJIRztG7ZblPNSk,Tetris Game Burger,"Av. Djalma Batista, 31 - Chapada, Manaus - AM, 69053-000, Brazil",Manaus,nome,hamburger_restaurant;fast_food_restaurant;american_restaurant;restaurant;food;point_of_interest;establishment,4.4,821,https://abre.ai/ifoodpedidosdelivery,+55 92 99277-6544,https://maps.google.com/?cid=2969367187015061966&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJsU5BAwBRzpQRAgLVvqg68os,Tubaleria - Clube de Jogos de Tabuleiro e Hamburgueria,"R. Paul Valery, 76 - Chácara Santo Antônio (Zona Sul), São Paulo - SP, 04719-050, Brazil",São Paulo,nome+avaliacao,hamburger_restaurant;coffee_shop;cafe;american_restaurant;food_store;association_or_organization;toy_store;store;restaurant;food;point_of_interest;establishment,5,99,https://tubaleria.store/,+55 11 93900-1667,https://maps.google.com/?cid=10084187012066509314&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJN8BZeb85WpMRgVKT05caxB4,Utopia Games & Food,"SHCN CL QD 116 CLN 116 BLOCO I Lojas 31 e 35 subsolo - Asa Norte, Brasília - DF, 70773-590, Brazil",Brasília,nome,pizza_restaurant;pizza_delivery;meal_delivery;toy_store;food_delivery;store;restaurant;food;point_of_interest;establishment,4.8,159,https://utopiagames.com.br/,+55 61 99966-9987,https://maps.google.com/?cid=2216926155965158017&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJ1S2JbVz_sgcRhJDPIt6lg5c,Vem pra Mesa Game Center,"Shopping Via Direta - Av. Sen. Salgado Filho, 2233 - Loja 624 - Lagoa Nova, Natal - RN, 59076-000, Brazil",Natal,nome+avaliacao,sports_activity_location;restaurant;food;point_of_interest;sports_club;association_or_organization;store;establishment,4.6,276,https://vempramesagamecenter.com.br/,+55 84 2226-3141,https://maps.google.com/?cid=10917752295161565316&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJd5jnFQAFbJIRyaRaoNBV_hg,Vezzo - Doces e Jogos,"Av. Visc. de Porto Alegre, 721 - Praça 14 de Janeiro, Manaus - AM, 69020-130, Brazil",Manaus,nome+avaliacao,candy_store;confectionery;food_store;store;food;point_of_interest;establishment,5,11,,+55 92 99400-0456,https://maps.google.com/?cid=1800971255526630601&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJ_cv0FwB_mQARkbW8bdLx99w,Vinoteca do Visconde Restaurante,"R. Visc. de Caravelas, 121 - Botafogo, Rio de Janeiro - RJ, 22271-041, Brazil",Rio de Janeiro,avaliacao,restaurant;food;point_of_interest;establishment,4.9,546,http://www.vinotecadovisconde.com.br/,+55 21 97447-4565,https://maps.google.com/?cid=15922460893678187921&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJqUA_IaE5jgcRjnu2CBE7yTM,Xeque Mate: Restaurante e Jogos de Tabuleiro,"Av. Sen. Area Leão, 4041 - Morada do Sol, Teresina - PI, 64049-110, Brazil",Teresina,nome+avaliacao,restaurant;cocktail_bar;shipping_service;bar;association_or_organization;service;point_of_interest;food;establishment,4.7,825,http://linktr.ee/XequeMate.the,+55 86 98112-0077,https://maps.google.com/?cid=3731578710599826318&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
ChIJOUXU1akzWpMRC7rrq4o9GZc,game food,"SHA conjunto 5 chácara 109 lote 09 loja 3 - buteco do val - Arniqueira, Brasília - DF, 71995-450, Brazil",Brasília,nome,hamburger_restaurant;american_restaurant;restaurant;food;point_of_interest;establishment,4.4,64,,,https://maps.google.com/?cid=10887801239944018443&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,OPERATIONAL,,,,
